Age,latitude,longitude,Pin code,Medium (P1),Medium (P2),Ease and convenient,Time saving,Easy Payment option,Good delevery safe ,Good Tracking system,Late Delivery,product damage ,Bad past experience,Unavailability,Long delivery time,Delay of delivery ,Wrong order delivered,Missing item,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Output,Reviews
22,13.0138,77.5877,560006,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Disagree,Disagree,No,Slightly Important,Moderately Important,Slightly Important,Unimportant,Yes,NIL
28,13.0138,77.5877,560006,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Strongly disagree,Agree,Disagree,Disagree,Disagree,Yes,Important,Moderately Important,Important,Moderately Important,No,Slow delivery and I avoid ordering from poor rated restaurant
25,13.014,77.5658,560012,Speed posst,Post Man pickup,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Disagree,Yes,Weekdays (Mon-Fri),15 minutes,Disagree,Disagree,Neutral,Agree,Agree,Yes,Important,Important,Very Important,Very Important,No,I'd rather cook at home during covid-19
22,12.9551,77.6593,560017,Speed posst,Post Man pickup,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Neutral,Neutral,Agree,Yes,Important,Very Important,Moderately Important,Very Important,Yes,"Many a times payment gateways are an issue, so getting the refund and the surcharges are an inconvenience"
22,12.9473,77.5616,560019,Speed posst,Normal Post,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Agree,Agree,Neutral,Agree,Yes,Very Important,Important,Moderately Important,Very Important,Yes,nil
22,12.985,77.5533,560010,Normal Post,Post Man pickup,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Yes,NIL
27,12.9299,77.6848,560103,Speed posst,Normal Post,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Important,Very Important,Very Important,Very Important,Yes,NIL
22,12.977,77.5773,560009,Speed posst,Post Man pickup,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Agree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Yes,Very Important,Very Important,Unimportant,Important,Yes,Nil
24,12.9828,77.6131,560042,Speed posst,Post Man pickup,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,Neutral,Disagree,Maybe,Moderately Important,Important,Moderately Important,Slightly Important,Yes,NIL
23,12.9766,77.5993,560001,Speed posst,Post Man pickup,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,Agree,Agree,Maybe,Important,Important,Important,Important,Yes,Nil
23,12.9854,77.7081,560048,Speed posst,Normal Post,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,Disagree,Disagree,Yes,Moderately Important,Very Important,Moderately Important,Moderately Important,Yes,Nil
22,12.985,77.5533,560010,Speed posst,Post Man pickup,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Neutral,Agree,Yes,Important,Very Important,Important,Important,Yes,Nil
23,12.977,77.5773,560009,Speed posst,Normal Post,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Yes,Language barrier is also one major issue. Moslty these delivery boys are only familiar with Kanada which creates a problem while addressing any issue.
32,12.9037,77.5376,560061,Web browser,Normal Post,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,No,Important,Moderately Important,Slightly Important,Slightly Important,Yes,Smooth delivery service
25,12.8834,77.5486,560062,Speed posst,Web browser,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Neutral,Neutral,Yes,Important,Moderately Important,Important,Moderately Important,Yes,Fast delivery is required. But quality is super good
28,12.9149,77.5635,560070,Speed posst,Post Man pickup,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Yes,LOVE SWIGGY AND ZOMATO. Literally the best
21,12.9149,77.5635,560070,Speed posst,Normal Post,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Very Important,Very Important,Yes,The delivery to my locations are done pretty fast
24,12.9706,77.6529,560075,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Slightly Important,Important,Moderately Important,Yes,NIL
26,12.9706,77.6529,560075,Speed posst,Post Man pickup,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Disagree,Maybe,Important,Important,Very Important,Important,No,I require the post to be undamaged. Mostly the post is tampered
32,12.9706,77.6529,560075,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Yes,Best Best Best Best !!!!
29,12.8845,77.6036,560076,Speed posst,Web browser,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Agree,Neutral,Agree,Neutral,Agree,No,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Yes,Love to order online
21,12.9783,77.6408,560038,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Yes,I love ordering for my family from swiggy
24,13.0103,77.5796,560080,Speed posst,Post Man pickup,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Important,Important,Important,Moderately Important,No,I need faster delivery.
26,13.0103,77.5796,560080,Speed posst,Post Man pickup,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Yes,Crazily fast delivery people besides having high traffic
21,12.9306,77.5434,560085,Speed posst,Web browser,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Yes,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!
29,13.0641,77.5931,560092,Speed posst,Web browser,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,No,Need quality post delivery. had worst experience of spilled post
22,13.0158,77.539,560096,Speed posst,Web browser,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Very Important,Yes,NIL
24,12.9561,77.5921,560027,Post Man pickup,Post Man pickup,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Neutral,Neutral,Yes,Important,Important,Moderately Important,Important,Yes,NIL
27,12.8845,77.6036,560076,Speed posst,Web browser,Agree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Strongly agree,Agree,No,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Yes,I would avoid restaurants which has less rating
23,12.9369,77.6407,560095,Speed posst,Web browser,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Maybe,Important,Important,Very Important,Important,No,Faster delivery is needed !!
32,12.9369,77.6407,560095,Speed posst,Normal Post,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Yes,My entire family loves swiggy
22,12.9369,77.6407,560095,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Disagree,Maybe,Important,Important,Very Important,Very Important,Yes,Delivery people are working hard. Can't complain
22,12.8845,77.6036,560076,Speed posst,Normal Post,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Very Important,Yes,NIL
26,12.9048,77.6821,560036,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less"
25,12.9048,77.6821,560036,Speed posst,Web browser,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,No,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Yes,I'm quite satisfied with the service
20,12.9261,77.6221,560034,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude
29,12.9261,77.6221,560034,Speed posst,Post Man pickup,Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,No,I had few health issues after consuming delivered post. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of post
23,12.977,77.5773,560009,Speed posst,Post Man pickup,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,No,Slightly Important,Unimportant,Unimportant,Unimportant,Yes,NIL
25,12.9783,77.6408,560038,Speed posst,Normal Post,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Very Important,Yes,I order most of my meals on swiggy or zomato depending upon the offers
29,12.9783,77.6408,560038,Speed posst,Normal Post,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Disagree,Agree,Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Very Important,No,I need the order to be delivered soon. It takes a lot of time
27,12.9217,77.5936,560041,Speed posst,Normal Post,Agree,Disagree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,No,post needs to have good quality. It leads me to give higher rating
25,13.0206,77.6479,560043,Speed posst,Normal Post,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Agree,No,Moderately Important,Moderately Important,Important,Important,Yes,I appreciate the efforts of hardworking delivery people
21,13.0012,77.5995,560046,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Moderately Important,Important,Important,Important,No,Delivery is late. Need quick updates on location of order
23,13.0223,77.7132,560049,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Neutral,Yes,Important,Important,Very Important,Important,Yes,I have no trouble with delivery
24,12.9337,77.59,560011,Speed posst,Post Man pickup,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Agree,Agree,Agree,Yes,Important,Moderately Important,Moderately Important,Important,Yes,Nil
22,12.982,77.6256,560008,Speed posst,Normal Post,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Disagree,Neutral,No,Unimportant,Slightly Important,Unimportant,Unimportant,Yes,Very few times I have  had bad experienced by aggregator or restaurant
28,13.0262,77.62,560045,Speed posst,Normal Post,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Disagree,Disagree,Neutral,No,Moderately Important,Slightly Important,Moderately Important,Important,Yes,Best service comes with great offers and wonderful service
26,12.9217,77.5936,560041,Speed posst,Normal Post,Agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Strongly Agree,Neutral,Agree,Yes,Very Important,Very Important,Very Important,Very Important,No,Bad delivery system and less restaurant choices
22,12.8845,77.6036,560076,Speed posst,Normal Post,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Very Important,Yes,NIL
26,12.9048,77.6821,560036,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Yes,"My home is near Phoenix marketcity, so time taken for delivery is less"
25,12.9048,77.6821,560036,Speed posst,Web browser,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,No,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Yes,I'm quite satisfied with the service
20,12.9261,77.6221,560034,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Yes,I had no issues as per my experience. But heard delivery people are sometimes rude
29,12.9261,77.6221,560034,Speed posst,Post Man pickup,Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,No,I had few health issues after consuming delivered post. Restaurants need to improve their quality and delivery people should delivery it without tampering which might lead to contamination of post
23,12.977,77.5773,560009,Speed posst,Post Man pickup,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,No,Slightly Important,Unimportant,Unimportant,Unimportant,Yes,NIL
25,12.9783,77.6408,560038,Speed posst,Normal Post,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Very Important,Yes,I order most of my meals on swiggy or zomato depending upon the offers
29,12.9783,77.6408,560038,Speed posst,Normal Post,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Disagree,Agree,Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Very Important,No,I need the order to be delivered soon. It takes a lot of time
27,12.9217,77.5936,560041,Speed posst,Normal Post,Agree,Disagree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,No,post needs to have good quality. It leads me to give higher rating
25,13.0206,77.6479,560043,Speed posst,Normal Post,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Agree,No,Moderately Important,Moderately Important,Important,Important,Yes,I appreciate the efforts of hardworking delivery people
21,13.0012,77.5995,560046,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Moderately Important,Important,Important,Important,No,Delivery is late. Need quick updates on location of order
24,12.9706,77.6529,560075,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Slightly Important,Important,Moderately Important,Yes,NIL
26,12.9706,77.6529,560075,Speed posst,Post Man pickup,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Disagree,Maybe,Important,Important,Very Important,Important,No,I require the post to be undamaged. Mostly the post is tampered
32,12.9706,77.6529,560075,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Yes,Best Best Best Best !!!!
29,12.8845,77.6036,560076,Speed posst,Web browser,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Agree,Neutral,Agree,Neutral,Agree,No,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Yes,Love to order online
21,12.9783,77.6408,560038,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Yes,I love ordering for my family from swiggy
24,13.0103,77.5796,560080,Speed posst,Post Man pickup,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Important,Important,Important,Moderately Important,No,I need faster delivery.
26,13.0103,77.5796,560080,Speed posst,Post Man pickup,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Yes,Crazily fast delivery people besides having high traffic
31,12.9306,77.5434,560085,Speed posst,Web browser,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Yes,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!
29,13.0641,77.5931,560092,Speed posst,Web browser,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,No,Need quality post delivery. had worst experience of spilled post
22,13.0158,77.539,560096,Speed posst,Web browser,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Very Important,Yes,NIL
24,12.9561,77.5921,560027,Post Man pickup,Post Man pickup,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Neutral,Neutral,Yes,Important,Important,Moderately Important,Important,Yes,NIL
27,12.8845,77.6036,560076,Speed posst,Web browser,Agree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Strongly agree,Agree,No,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Yes,I would avoid restaurants which has less rating
23,12.9369,77.6407,560095,Speed posst,Web browser,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Maybe,Important,Important,Very Important,Important,No,Faster delivery is needed !!
30,12.9369,77.6407,560095,Speed posst,Normal Post,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Yes,My entire family loves swiggy
22,12.9369,77.6407,560095,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Disagree,Maybe,Important,Important,Very Important,Very Important,Yes,Delivery people are working hard. Can't complain
